submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5,coffee_varieties__KR1,coffee_varieties__KR10,coffee_varieties__KR2,coffee_varieties__KR3,coffee_varieties__KR5,coffee_varieties__KR6,coffee_varieties__KR7,coffee_varieties__KR9,coffee_varieties__count,training_topics__pest_scouting,training_topics__post_harvest,training_topics__pruning,training_topics__shade_mgmt,training_topics__stumping,training_topics__count
uuid:00416,HH-RUB-0416,C. Kyomuhendo,2026-05-04 15:03:00,2026-05-04 15:10:00,2026-05-04,rubirizi,nyamarebe,-0.29828,30.20659,6.0,male,51.0,0.83,569.0,KR5,660.0,4670.0,False,,False,,3,5,2,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uuid:00265,HH-KIR-0265,B. Nakato,2026-05-12 12:18:00,2026-05-12 12:55:00,2026-05-12,kiruhura,rukiri,-0.11994,30.69664,7.0,male,51.0,3.84,409.0,KR1 KR10 KR3 KR7,3268.3,5294.0,True,dap,False,,5,3,1,2,2,1,1,0,1,0,0,1,0,4,0,0,0,0,0,0
uuid:00114,HH-IBA-0114,A. Tumusiime,2026-05-19 14:06:00,2026-05-19 14:30:00,2026-05-19,ibanda,rukiri,-0.1976,30.49761,7.0,male,40.0,1.24,406.0,KR2 KR9,534.3,5441.0,False,,False,,1,5,4,3,5,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
uuid:00336,HH-IBA-0336,A. Tumusiime,2026-05-21 13:37:00,2026-05-21 14:18:00,2026-05-21,ibanda,bisheshe,-0.23594,30.60083,6.0,male,31.0,3.05,387.0,KR2 KR3,1980.0,4690.0,False,,True,pest_scouting post_harvest,3,4,2,4,5,0,0,1,1,0,0,0,0,2,1,1,0,0,0,2
uuid:00106,HH-KIR-0106,E. Ainembabazi,2026-05-04 13:21:00,2026-05-04 14:10:00,2026-05-04,kiruhura,bisheshe,2.31,31.4,3.0,male,61.0,1.59,407.0,KR2,950.0,5432.0,False,,True,shade_mgmt,4,2,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
uuid:00402,HH-IBA-0402,A. Tumusiime,2026-05-11 13:40:00,2026-05-11 14:10:00,2026-05-11,ibanda,kicuzi,0.05854,30.65836,7.0,female,23.0,3.94,400.0,KR2,1568.6,4980.0,False,,True,pruning shade_mgmt stumping,2,5,5,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3
uuid:00163,HH-KIR-0163,B. Nakato,2026-05-11 14:36:00,2026-05-11 15:11:00,2026-05-11,kiruhura,kicuzi,-0.2901,30.74782,5.0,male,71.0,2.36,510.0,KR1 KR10 KR2 KR3,2180.2,4748.0,True,organic,True,pest_scouting pruning,3,1,5,5,5,1,1,1,1,0,0,0,0,4,1,0,1,0,0,2
uuid:00013,HH-KIR-0013,B. Nakato,2026-05-25 15:22:00,2026-05-25 15:49:00,2026-05-25,kiruhura,bisheshe,-0.28692,30.80576,5.0,female,50.0,6.18,438.0,KR1 KR2 KR9,4594.7,4927.0,False,,True,pest_scouting,4,1,2,3,5,1,0,1,0,0,0,0,1,3,1,0,0,0,0,1
uuid:00119,HH-RUB-0119,F. Byaruhanga,2026-05-09 15:04:00,2026-05-09 15:49:00,2026-05-09,rubirizi,bisheshe,-0.07098,30.15479,2.0,male,40.0,2.54,477.0,KR10 KR2 KR9,731.5,5246.0,False,,False,,2,3,2,1,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0
uuid:00237,HH-IBA-0237,D. Mugisha,2026-05-12 14:14:00,2026-05-12 14:34:00,2026-05-12,ibanda,nyamarebe,-0.34417,30.63851,5.0,male,36.0,1.75,528.0,KR10 KR6 KR7 KR9,1330.2,5060.0,True,organic,False,,3,3,3,3,3,0,1,0,0,0,1,1,1,4,0,0,0,0,0,0
uuid:00152,HH-RUB-0152,C. Kyomuhendo,2026-05-05 09:11:00,2026-05-05 09:15:00,2026-05-05,rubirizi,bisheshe,-0.20121,30.19304,4.0,male,80.0,2.22,565.0,KR10 KR2 KR9,1365.6,4186.0,False,,False,,3,2,1,2,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0
uuid:00337,HH-KIR-0337,B. Nakato,2026-05-26 12:45:00,2026-05-26 13:22:00,2026-05-26,kiruhura,rukiri,-0.06217,30.95476,8.0,male,50.0,0.63,365.0,KR6,139.9,5625.0,True,npk,True,post_harvest,1,2,4,3,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
uuid:00205,HH-KIR-0205,B. Nakato,2026-05-25 08:15:00,2026-05-25 09:03:00,2026-05-25,kiruhura,nyamarebe,-0.19469,30.77384,7.0,male,39.0,3.91,477.0,KR2 KR7,2476.9,5667.0,True,npk,False,,2,1,1,3,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
uuid:00112,HH-KIR-0112,E. Ainembabazi,2026-05-24 13:14:00,2026-05-24 13:59:00,2026-05-24,kiruhura,nyamarebe,-0.1029,30.88504,7.0,male,54.0,4.62,559.0,KR10 KR2 KR3 KR9,2450.0,6333.0,False,,False,,4,5,1,3,4,0,1,1,1,0,0,0,1,4,0,0,0,0,0,0
uuid:00134,HH-RUB-0134,C. Kyomuhendo,2026-05-08 11:04:00,2026-05-08 11:12:00,2026-05-08,rubirizi,rukiri,-0.36369,29.87622,2.0,male,44.0,4.23,408.0,KR10 KR5,2583.3,4709.0,False,,False,,5,1,2,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00073,HH-KIR-0073,B. Nakato,2026-05-24 08:08:00,2026-05-24 08:50:00,2026-05-24,kiruhura,rukiri,-0.29922,30.84504,9.0,male,40.0,3.05,548.0,KR5 KR6,3349.3,6312.0,True,dap,False,,5,1,3,5,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
uuid:00298,HH-KIR-0298,E. Ainembabazi,2026-05-13 13:01:00,2026-05-13 13:28:00,2026-05-13,kiruhura,kicuzi,0.00524,30.7849,6.0,male,41.0,2.13,604.0,KR10 KR3 KR7,750.0,4388.0,False,,True,post_harvest pruning,5,1,2,4,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,2
uuid:00363,HH-IBA-0363,D. Mugisha,2026-05-11 10:10:00,2026-05-11 10:52:00,2026-05-11,ibanda,nyamarebe,0.00583,30.62198,3.0,male,48.0,2.38,535.0,KR1 KR7,999.3,5024.0,False,,True,post_harvest pruning stumping,4,4,4,4,4,1,0,0,0,0,0,1,0,2,0,1,1,0,1,3
uuid:00234,HH-IBA-0234,A. Tumusiime,2026-05-07 11:02:00,2026-05-07 11:36:00,2026-05-07,ibanda,bisheshe,-0.06136,30.47285,7.0,male,55.0,10.61,427.0,KR1,8528.6,4576.0,True,npk,True,pest_scouting shade_mgmt,2,3,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2
uuid:00347,HH-RUB-0347,F. Byaruhanga,2026-05-27 11:28:00,2026-05-27 12:10:00,2026-05-27,rubirizi,rukiri,-0.25006,29.97139,5.0,male,51.0,1.64,328.0,KR5,1388.7,5548.0,False,,False,,5,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uuid:00333,HH-IBA-0333,D. Mugisha,2026-05-16 10:24:00,2026-05-16 10:58:00,2026-05-16,ibanda,kicuzi,-0.18175,30.41375,1.0,male,50.0,2.54,461.0,KR2 KR5 KR9,1442.1,4959.0,True,organic,False,,3,4,3,4,3,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0
uuid:00105,HH-IBA-0105,D. Mugisha,2026-05-27 13:51:00,2026-05-27 14:21:00,2026-05-27,ibanda,kicuzi,-0.18217,30.51346,8.0,male,51.0,4.14,380.0,KR1 KR2 KR7,2383.5,6794.0,False,,True,pest_scouting post_harvest shade_mgmt stumping,3,1,1,3,3,1,0,1,0,0,0,1,0,3,1,1,0,1,1,4
uuid:00287,HH-RUB-0287,F. Byaruhanga,2026-05-19 14:06:00,2026-05-19 14:47:00,2026-05-19,rubirizi,nyamarebe,-0.30451,30.15675,2.0,male,56.0,4.55,573.0,KR10 KR3 KR7 KR9,3123.0,5304.0,True,organic,False,,1,2,1,2,3,0,1,0,1,0,0,1,1,4,0,0,0,0,0,0
uuid:00398,HH-RUB-0398,C. Kyomuhendo,2026-05-22 13:55:00,2026-05-22 14:00:00,2026-05-22,rubirizi,nyamarebe,-0.37151,30.15793,8.0,male,45.0,2.02,513.0,KR5 KR6,1400.8,6422.0,False,,True,post_harvest pruning,3,3,3,2,4,0,0,0,0,1,1,0,0,2,0,1,1,0,0,2
uuid:00155,HH-RUB-0155,F. Byaruhanga,2026-05-13 11:04:00,2026-05-13 11:40:00,2026-05-13,rubirizi,nyamarebe,-0.12386,30.1535,5.0,male,35.0,3.13,349.0,KR3,1622.1,4184.0,True,dap,False,,1,5,4,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00100,HH-KIR-0100,E. Ainembabazi,2026-05-08 11:48:00,2026-05-08 12:34:00,2026-05-08,kiruhura,rukiri,-0.08459,30.9159,5.0,female,43.0,3.23,486.0,KR10 KR3 KR6,2000.0,5894.0,True,dap,False,,2,5,5,2,4,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0
uuid:00169,HH-KIR-0169,B. Nakato,2026-05-07 14:29:00,2026-05-07 14:57:00,2026-05-07,kiruhura,nyamarebe,-0.17521,30.80659,5.0,male,55.0,2.47,403.0,KR10 KR6 KR9,1587.6,4765.0,True,dap,True,pest_scouting,5,1,5,3,5,0,1,0,0,0,1,0,1,3,1,0,0,0,0,1
uuid:00269,HH-RUB-0269,F. Byaruhanga,2026-05-09 11:18:00,2026-05-09 11:56:00,2026-05-09,rubirizi,rukiri,-0.23343,29.96546,6.0,male,60.0,2.57,,KR1 KR5 KR6 KR7,1496.0,4645.0,True,npk,True,pest_scouting pruning,2,3,3,5,2,1,0,0,0,1,1,1,0,4,1,0,1,0,0,2
uuid:00341,HH-RUB-0341,F. Byaruhanga,2026-05-08 14:03:00,2026-05-08 14:44:00,2026-05-08,rubirizi,nyamarebe,-0.25894,30.27253,7.0,male,,6.51,,KR10 KR6 KR7 KR9,4292.7,,False,,True,post_harvest pruning,2,5,2,3,1,0,1,0,0,0,1,1,1,4,0,1,1,0,0,2
uuid:00268,HH-KIR-0268,E. Ainembabazi,2026-05-26 09:07:00,2026-05-26 09:28:00,2026-05-26,kiruhura,rukiri,-0.22049,30.6944,5.0,male,54.0,2.06,369.0,KR3 KR6 KR7 KR9,700.0,5731.0,True,dap,True,pest_scouting pruning stumping,1,1,5,2,5,0,0,0,1,0,1,1,1,4,1,0,1,0,1,3
uuid:00065,HH-RUB-0065,F. Byaruhanga,2026-05-09 15:42:00,2026-05-09 16:06:00,2026-05-09,rubirizi,kicuzi,-0.29046,30.00594,3.0,male,,2.64,,KR2 KR3 KR5,1004.2,,False,,True,pest_scouting pruning,5,2,2,5,1,0,0,1,1,1,0,0,0,3,1,0,1,0,0,2
uuid:00192,HH-IBA-0192,A. Tumusiime,2026-05-12 12:17:00,2026-05-12 12:55:00,2026-05-12,ibanda,bisheshe,-0.13843,30.51719,2.0,male,42.0,2.82,528.0,KR10 KR2 KR9,1606.4,6110.0,True,organic,True,pest_scouting stumping,1,2,4,1,2,0,1,1,0,0,0,0,1,3,1,0,0,0,1,2
uuid:00082,HH-KIR-0082,E. Ainembabazi,2026-05-26 09:54:00,2026-05-26 10:38:00,2026-05-26,kiruhura,kicuzi,-0.40403,30.89043,4.0,male,22.0,0.94,511.0,KR5 KR7,600.0,5765.0,False,,True,post_harvest,2,2,1,2,3,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1
uuid:00218,HH-RUB-0218,C. Kyomuhendo,2026-05-20 13:16:00,2026-05-20 13:21:00,2026-05-20,rubirizi,kicuzi,-0.1982,29.96495,1.0,male,45.0,2.83,449.0,KR2 KR7,1967.4,4957.0,True,npk,True,pest_scouting post_harvest shade_mgmt,5,2,1,1,3,0,0,1,0,0,0,1,0,2,1,1,0,1,0,3
uuid:00358,HH-KIR-0358,E. Ainembabazi,2026-05-20 16:50:00,2026-05-20 17:36:00,2026-05-20,kiruhura,bisheshe,-0.31473,30.82883,7.0,male,57.0,4.24,437.0,KR1 KR5,3050.0,5332.0,True,organic,False,,3,2,4,3,5,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00249,HH-IBA-0249,D. Mugisha,2026-05-20 10:46:00,2026-05-20 11:23:00,2026-05-20,ibanda,nyamarebe,-0.13498,30.43115,8.0,female,45.0,4.89,517.0,KR3 KR5 KR7 KR9,2442.8,6069.0,False,,False,,4,4,4,4,4,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0
uuid:00092,HH-RUB-0092,C. Kyomuhendo,2026-05-15 15:41:00,2026-05-15 15:47:00,2026-05-15,rubirizi,bisheshe,-0.43377,30.09956,5.0,male,33.0,0.89,470.0,KR1 KR10 KR2 KR7,502.1,5086.0,True,dap,False,,1,2,1,3,2,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0
uuid:00210,HH-IBA-0210,A. Tumusiime,2026-05-05 14:31:00,2026-05-05 15:11:00,2026-05-05,ibanda,kicuzi,-0.06406,30.51483,7.0,female,27.0,4.37,581.0,KR2 KR3 KR6,3082.7,4337.0,True,npk,False,,2,5,5,1,4,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0
uuid:90005,HH-RUB-0278,C. Kyomuhendo,2026-05-27 15:15:00,2026-05-27 15:20:00,2026-05-27,rubirizi,kicuzi,-0.2664,30.16241,6.0,male,52.0,2.0,429.0,KR9,909.9,5042.0,False,,False,,5,4,5,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uuid:00054,HH-IBA-0054,A. Tumusiime,2026-05-22 10:44:00,2026-05-22 11:32:00,2026-05-22,ibanda,rukiri,-0.19579,30.31923,6.0,male,54.0,2.4,435.0,KR6 KR9,1228.0,6445.0,True,dap,False,,1,2,3,1,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
uuid:00140,HH-RUB-0140,C. Kyomuhendo,2026-05-11 13:01:00,2026-05-11 13:12:00,2026-05-11,rubirizi,nyamarebe,-0.13694,30.13773,5.0,male,40.0,4.97,461.0,KR10 KR3 KR6 KR7,3390.5,4353.0,False,,False,,4,3,5,4,2,0,1,0,1,0,1,1,0,4,0,0,0,0,0,0
uuid:00158,HH-RUB-0158,C. Kyomuhendo,2026-05-12 15:51:00,2026-05-12 15:56:00,2026-05-12,rubirizi,rukiri,-0.20157,30.10245,5.0,male,59.0,2.03,441.0,KR10 KR5 KR6 KR9,1431.2,5080.0,False,,False,,4,3,2,2,1,0,1,0,0,1,1,0,1,4,0,0,0,0,0,0
uuid:00109,HH-KIR-0109,B. Nakato,2026-05-19 12:37:00,2026-05-19 13:21:00,2026-05-19,kiruhura,rukiri,-0.26226,30.79642,4.0,male,48.0,2.63,600.0,KR10 KR2 KR7,2050.0,4860.0,False,,False,,5,4,1,5,4,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0
uuid:00240,HH-IBA-0240,A. Tumusiime,2026-05-13 11:01:00,2026-05-13 11:39:00,2026-05-13,ibanda,rukiri,-0.1537,30.47792,4.0,male,49.0,3.26,453.0,KR6 KR7,2060.5,4421.0,True,organic,True,pest_scouting post_harvest,2,1,1,2,4,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2
uuid:00035,HH-RUB-0035,F. Byaruhanga,2026-05-15 12:55:00,2026-05-15 13:27:00,2026-05-15,rubirizi,bisheshe,-0.42222,30.02955,3.0,female,47.0,1.9,449.0,KR6 KR9,475.9,4142.0,True,dap,True,post_harvest pruning shade_mgmt,5,2,3,5,4,0,0,0,0,0,1,0,1,2,0,1,1,1,0,3
uuid:00322,HH-KIR-0322,E. Ainembabazi,2026-05-06 09:30:00,2026-05-06 10:25:00,2026-05-06,kiruhura,nyamarebe,-0.07521,30.76672,4.0,male,53.0,3.15,436.0,KR2,2600.0,5623.0,True,npk,True,pest_scouting post_harvest stumping,4,1,4,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,1,3
uuid:00159,HH-IBA-0159,D. Mugisha,2026-05-27 08:28:00,2026-05-27 09:07:00,2026-05-27,ibanda,bisheshe,-0.08275,30.34153,10.0,male,44.0,2.28,405.0,KR10,1030.6,5248.0,True,organic,False,,3,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00079,HH-KIR-0079,B. Nakato,2026-05-09 16:42:00,2026-05-09 17:22:00,2026-05-09,kiruhura,nyamarebe,-0.21297,30.80947,7.0,male,33.0,3.4,468.0,KR1 KR3 KR6 KR9,2070.5,4615.0,True,dap,False,,5,2,3,1,2,1,0,0,1,0,1,0,1,4,0,0,0,0,0,0
uuid:00390,HH-IBA-0390,A. Tumusiime,2026-05-06 12:39:00,2026-05-06 13:21:00,2026-05-06,ibanda,kicuzi,-0.22409,30.57046,8.0,male,38.0,2.1,484.0,KR1 KR2 KR5 KR6,1146.1,5492.0,True,organic,False,,2,1,1,2,3,1,0,1,0,1,1,0,0,4,0,0,0,0,0,0
uuid:00099,HH-IBA-0099,D. Mugisha,2026-05-12 13:16:00,2026-05-12 13:44:00,2026-05-12,ibanda,nyamarebe,-0.08119,30.38742,11.0,male,19.0,4.35,395.0,KR7,2489.1,5102.0,True,dap,True,pest_scouting post_harvest pruning shade_mgmt,4,4,4,4,4,0,0,0,0,0,0,1,0,1,1,1,1,1,0,4
uuid:00221,HH-RUB-0221,F. Byaruhanga,2026-05-05 16:31:00,2026-05-05 17:10:00,2026-05-05,rubirizi,rukiri,-0.28654,30.1095,4.0,male,57.0,0.54,511.0,KR1 KR2 KR3,378.2,5002.0,False,,True,pest_scouting post_harvest,1,4,1,3,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,2
uuid:00046,HH-KIR-0046,E. Ainembabazi,2026-05-17 10:45:00,2026-05-17 11:36:00,2026-05-17,kiruhura,kicuzi,-0.13296,30.73694,8.0,female,34.0,3.52,546.0,KR9,2150.0,4562.0,True,npk,True,pest_scouting pruning,4,3,2,3,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2
uuid:00339,HH-IBA-0339,D. Mugisha,2026-05-14 08:33:00,2026-05-14 09:07:00,2026-05-14,ibanda,nyamarebe,-0.06617,30.37132,5.0,female,57.0,1.13,359.0,KR10 KR5,906.4,4874.0,False,,False,,3,3,3,3,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00254,HH-RUB-0254,C. Kyomuhendo,2026-05-13 16:37:00,2026-05-13 16:46:00,2026-05-13,rubirizi,kicuzi,-0.30843,30.1567,3.0,female,66.0,4.8,434.0,KR2 KR3,2730.9,4254.0,True,organic,True,shade_mgmt,1,1,4,4,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1
uuid:00259,HH-KIR-0259,B. Nakato,2026-05-23 13:14:00,2026-05-23 13:55:00,2026-05-23,kiruhura,kicuzi,-0.20296,30.87994,5.0,female,53.0,2.7,444.0,KR6,1940.0,5957.0,True,npk,False,,3,4,5,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
uuid:00162,HH-IBA-0162,A. Tumusiime,2026-05-07 09:50:00,2026-05-07 10:32:00,2026-05-07,ibanda,kicuzi,-0.22034,30.34935,10.0,male,47.0,2.03,486.0,KR1 KR3 KR5 KR9,1562.7,5071.0,False,,False,,2,1,4,2,2,1,0,0,1,1,0,0,1,4,0,0,0,0,0,0
uuid:00349,HH-KIR-0349,B. Nakato,2026-05-10 11:31:00,2026-05-10 12:13:00,2026-05-10,kiruhura,rukiri,-0.1944,30.85783,3.0,male,48.0,0.97,385.0,KR3 KR7,616.8,5569.0,True,organic,False,,5,5,2,5,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
uuid:00034,HH-KIR-0034,E. Ainembabazi,2026-05-15 09:09:00,2026-05-15 10:07:00,2026-05-15,kiruhura,rukiri,-0.23574,31.00318,10.0,female,54.0,4.15,544.0,KR2 KR7,3950.0,5646.0,True,npk,True,post_harvest pruning shade_mgmt stumping,4,2,4,3,3,0,0,1,0,0,0,1,0,2,0,1,1,1,1,4
uuid:00330,HH-IBA-0330,A. Tumusiime,2026-05-22 16:17:00,2026-05-22 16:55:00,2026-05-22,ibanda,rukiri,-0.26124,30.57071,3.0,male,41.0,1.3,522.0,KR10,863.2,4758.0,False,,False,,1,5,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00009,HH-IBA-0009,D. Mugisha,2026-05-10 10:42:00,2026-05-10 11:25:00,2026-05-10,ibanda,rukiri,-0.05519,30.58292,5.0,male,29.0,2.98,355.0,KR1 KR3 KR5 KR7,2300.3,6239.0,False,,True,pest_scouting pruning shade_mgmt stumping,3,3,3,3,3,1,0,0,1,1,0,1,0,4,1,0,1,1,1,4
uuid:00288,HH-IBA-0288,A. Tumusiime,2026-05-22 10:08:00,2026-05-22 10:43:00,2026-05-22,ibanda,kicuzi,-0.15946,30.57947,9.0,female,60.0,2.28,588.0,KR10 KR9,1905.8,4922.0,True,organic,False,,4,3,1,4,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0
uuid:00227,HH-RUB-0227,F. Byaruhanga,2026-05-22 09:55:00,2026-05-22 10:37:00,2026-05-22,rubirizi,kicuzi,-0.29928,30.05706,7.0,male,,1.01,,KR5 KR7,414.9,,True,organic,False,,5,4,3,4,5,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
uuid:00279,HH-IBA-0279,D. Mugisha,2026-05-05 08:46:00,2026-05-05 09:33:00,2026-05-05,ibanda,rukiri,-0.14751,30.45758,2.0,male,22.0,0.56,432.0,KR1 KR10 KR5 KR6,312.6,5126.0,True,organic,True,post_harvest pruning stumping,3,3,3,3,3,1,1,0,0,1,1,0,0,4,0,1,1,0,1,3
uuid:00127,HH-KIR-0127,B. Nakato,2026-05-25 08:33:00,2026-05-25 09:18:00,2026-05-25,kiruhura,nyamarebe,-0.24791,30.89995,7.0,female,37.0,3.44,525.0,KR3,1481.3,4827.0,True,npk,False,,1,4,5,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00131,HH-RUB-0131,F. Byaruhanga,2026-05-13 13:49:00,2026-05-13 14:22:00,2026-05-13,rubirizi,nyamarebe,-0.21034,30.13006,6.0,male,,5.13,,KR1 KR5,2681.7,,False,,False,,2,1,3,3,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00304,HH-KIR-0304,E. Ainembabazi,2026-05-08 13:15:00,2026-05-08 13:47:00,2026-05-08,kiruhura,rukiri,-0.13914,30.80101,8.0,male,36.0,2.93,302.0,KR10 KR3,2150.0,5662.0,False,,True,post_harvest pruning stumping,3,5,3,3,2,0,1,0,1,0,0,0,0,2,0,1,1,0,1,3
uuid:00310,HH-KIR-0310,E. Ainembabazi,2026-05-21 11:56:00,2026-05-21 12:29:00,2026-05-21,kiruhura,bisheshe,-0.18164,30.97266,4.0,female,32.0,0.88,501.0,KR5,600.0,4326.0,True,dap,False,,4,3,3,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uuid:00396,HH-IBA-0396,A. Tumusiime,2026-05-15 12:54:00,2026-05-15 13:47:00,2026-05-15,ibanda,kicuzi,-0.15727,30.43518,3.0,female,47.0,2.17,553.0,KR10 KR2 KR3 KR5,1696.9,4582.0,False,,False,,3,2,1,1,3,0,1,1,1,1,0,0,0,4,0,0,0,0,0,0
uuid:00062,HH-RUB-0062,C. Kyomuhendo,2026-05-18 10:26:00,2026-05-18 10:30:00,2026-05-18,rubirizi,bisheshe,-0.278,30.11767,6.0,male,45.0,1.04,623.0,KR3 KR5,503.8,5380.0,True,dap,False,,4,4,2,5,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
uuid:00083,HH-RUB-0083,F. Byaruhanga,2026-05-26 16:07:00,2026-05-26 16:38:00,2026-05-26,rubirizi,rukiri,-0.18605,30.21409,4.0,male,,1.46,,KR10 KR3,1183.3,,False,,False,,4,5,2,4,3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
uuid:00080,HH-RUB-0080,C. Kyomuhendo,2026-05-10 09:05:00,2026-05-10 09:09:00,2026-05-10,rubirizi,kicuzi,-0.30636,30.11895,1.0,female,27.0,5.6,439.0,KR10 KR2 KR6,4173.6,4240.0,True,organic,False,,1,3,1,3,4,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0
uuid:00068,HH-RUB-0068,C. Kyomuhendo,2026-05-13 09:01:00,2026-05-13 09:06:00,2026-05-13,rubirizi,rukiri,-0.11335,30.17344,5.0,male,49.0,2.71,376.0,KR1 KR10 KR6,14092.0,4916.0,True,dap,True,pest_scouting pruning shade_mgmt stumping,5,5,3,1,5,1,1,0,0,0,1,0,0,3,1,0,1,1,1,4
uuid:00053,HH-RUB-0053,F. Byaruhanga,2026-05-17 15:44:00,2026-05-17 16:17:00,2026-05-17,rubirizi,bisheshe,-0.16624,30.14293,7.0,male,46.0,2.05,547.0,KR10,1140.4,4984.0,True,organic,False,,4,3,4,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00300,HH-IBA-0300,A. Tumusiime,2026-05-15 09:07:00,2026-05-15 09:44:00,2026-05-15,ibanda,bisheshe,-0.08101,30.46558,7.0,male,49.0,4.71,526.0,KR1 KR10 KR9,3263.1,5617.0,True,organic,False,,2,5,5,2,3,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0
uuid:00388,HH-KIR-0388,E. Ainembabazi,2026-05-07 09:48:00,2026-05-07 10:23:00,2026-05-07,kiruhura,bisheshe,-0.18339,30.78114,4.0,female,72.0,2.22,564.0,KR5,1600.0,5078.0,True,dap,False,,5,5,4,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uuid:00196,HH-KIR-0196,E. Ainembabazi,2026-05-10 11:36:00,2026-05-10 12:19:00,2026-05-10,kiruhura,rukiri,-0.21857,30.98659,9.0,male,40.0,9.14,518.0,KR7,7950.0,5767.0,False,,True,post_harvest pruning shade_mgmt stumping,2,1,3,1,3,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4
uuid:00010,HH-KIR-0010,E. Ainembabazi,2026-05-06 10:37:00,2026-05-06 11:21:00,2026-05-06,kiruhura,rukiri,-0.27745,30.68209,7.0,male,51.0,0.74,503.0,KR10 KR3 KR6,450.0,4579.0,False,,False,,3,1,3,3,2,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0
uuid:00165,HH-IBA-0165,D. Mugisha,2026-05-07 10:24:00,2026-05-07 10:58:00,2026-05-07,ibanda,kicuzi,-0.13987,30.54826,7.0,male,52.0,2.9,453.0,KR3,1731.1,6141.0,False,,True,stumping,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
uuid:00270,HH-IBA-0270,A. Tumusiime,2026-05-17 14:21:00,2026-05-17 15:04:00,2026-05-17,ibanda,rukiri,-0.21835,30.62882,4.0,male,47.0,1.89,413.0,KR2 KR3 KR9,1031.5,5325.0,True,dap,False,,3,1,4,4,2,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0
uuid:00380,HH-RUB-0380,C. Kyomuhendo,2026-05-09 14:41:00,2026-05-09 14:48:00,2026-05-09,rubirizi,rukiri,-0.13566,30.12842,8.0,male,53.0,3.52,536.0,KR10 KR2 KR5 KR6,2268.2,5769.0,True,dap,False,,2,3,3,2,1,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0
