submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5
uuid:00363,HH-IBA-0363,D. Mugisha,2026-05-11T10:10:00,2026-05-11T10:52:00,2026-05-11,Ibanda,Nyamarebe,0.00583,30.62198,3,male,48.0,2.38,535.0,KR1 KR7,999.3,5024.0,no,,yes,post_harvest pruning stumping,4,4,4,4,4
uuid:00234,HH-IBA-0234,A. Tumusiime,2026-05-07T11:02:00,2026-05-07T11:36:00,2026-05-07,Ibanda,Bisheshe,-0.06136,30.47285,7,male,55.0,10.61,427.0,KR1,8528.6,4576.0,yes,NPK,yes,pest_scouting shade_mgmt,2,3,3,3,1
uuid:00347,HH-RUB-0347,F. Byaruhanga,2026-05-27T11:28:00,2026-05-27T12:10:00,2026-05-27,Rubirizi,Rukiri,-0.25006,29.97139,5,male,51.0,1.64,328.0,KR5,1388.7,5548.0,no,,no,,5,3,4,5,1
uuid:00333,HH-IBA-0333,D. Mugisha,2026-05-16T10:24:00,2026-05-16T10:58:00,2026-05-16,Ibanda,Kicuzi,-0.18175,30.41375,1,male,50.0,2.54,461.0,KR2 KR5 KR9,1442.1,4959.0,yes,organic,no,,3,4,3,4,3
uuid:00105,HH-IBA-0105,D. Mugisha,2026-05-27T13:51:00,2026-05-27T14:21:00,2026-05-27,Ibanda,Kicuzi,-0.18217,30.51346,8,male,51.0,4.14,380.0,KR1 KR2 KR7,2383.5,6794.0,no,,yes,pest_scouting post_harvest shade_mgmt stumping,3,1,1,3,3
uuid:00287,HH-RUB-0287,F. Byaruhanga,2026-05-19T14:06:00,2026-05-19T14:47:00,2026-05-19,Rubirizi,Nyamarebe,-0.30451,30.15675,2,male,56.0,4.55,573.0,KR10 KR3 KR7 KR9,3123.0,5304.0,yes,organic,no,,1,2,1,2,3
uuid:00398,HH-RUB-0398,C. Kyomuhendo,2026-05-22T13:55:00,2026-05-22T14:00:00,2026-05-22,Rubirizi,Nyamarebe,-0.37151,30.15793,8,MALE,45.0,2.02,513.0,KR5 KR6,1400.8,6422.0,no,,yes,post_harvest pruning,3,3,3,2,4
uuid:00155,HH-RUB-0155,F. Byaruhanga,2026-05-13T11:04:00,2026-05-13T11:40:00,2026-05-13,Rubirizi,Nyamarebe,-0.12386,30.1535,5,male,35.0,3.13,349.0,KR3,1622.1,4184.0,yes,DAP,no,,1,5,4,3,2
uuid:00100,HH-KIR-0100,E. Ainembabazi,2026-05-08T11:48:00,2026-05-08T12:34:00,2026-05-08,Kiruhura,Rukiri,-0.08459,30.9159,5,female,43.0,3.23,486.0,KR10 KR3 KR6,2000.0,5894.0,yes,DAP,no,,2,5,5,2,4
uuid:00169,HH-KIR-0169,B. Nakato,2026-05-07T14:29:00,2026-05-07T14:57:00,2026-05-07,Kiruhura,Nyamarebe,-0.17521,30.80659,5,male,55.0,2.47,403.0,KR10 KR6 KR9,1587.6,4765.0,yes,DAP,yes,pest_scouting,5,1,5,3,5
uuid:00269,HH-RUB-0269,F. Byaruhanga,2026-05-09T11:18:00,2026-05-09T11:56:00,2026-05-09,Rubirizi,Rukiri,-0.23343,29.96546,6,male,60.0,2.57,4200.0,KR1 KR5 KR6 KR7,1496.0,4645.0,yes,NPK,yes,pest_scouting pruning,2,3,3,5,2
uuid:00341,HH-RUB-0341,F. Byaruhanga,2026-05-08T14:03:00,2026-05-08T14:44:00,2026-05-08,Rubirizi,Nyamarebe,-0.25894,30.27253,7,male,,6.51,,KR10 KR6 KR7 KR9,4292.7,,no,,yes,post_harvest pruning,2,5,2,3,1
uuid:00268,HH-KIR-0268,E. Ainembabazi,2026-05-26T09:07:00,2026-05-26T09:28:00,2026-05-26,Kiruhura,Rukiri,-0.22049,30.6944,5,male,54.0,2.06,369.0,KR3 KR6 KR7 KR9,700.0,5731.0,yes,DAP,yes,pest_scouting pruning stumping,1,1,5,2,5
uuid:00065,HH-RUB-0065,F. Byaruhanga,2026-05-09T15:42:00,2026-05-09T16:06:00,2026-05-09,Rubirizi,Kicuzi,-0.29046,30.00594,3,male,,2.64,,KR2 KR3 KR5,1004.2,,no,,yes,pest_scouting pruning,5,2,2,5,1
uuid:00192,HH-IBA-0192,A. Tumusiime,2026-05-12T12:17:00,2026-05-12T12:55:00,2026-05-12,Ibanda,Bisheshe,-0.13843,30.51719,2,male,42.0,2.82,528.0,KR10 KR2 KR9,1606.4,6110.0,yes,organic,yes,pest_scouting stumping,1,2,4,1,2
uuid:00082,HH-KIR-0082,E. Ainembabazi,2026-05-26T09:54:00,2026-05-26T10:38:00,2026-05-26,Kiruhura,Kicuzi,-0.40403,30.89043,4,male,22.0,0.94,511.0,KR5 KR7,600.0,5765.0,no,,yes,post_harvest,2,2,1,2,3
uuid:00218,HH-RUB-0218,C. Kyomuhendo,2026-05-20T13:16:00,2026-05-20T13:21:00,2026-05-20,Rubirizi,Kicuzi,-0.1982,29.96495,1,male,45.0,2.83,449.0,KR2 KR7,1967.4,4957.0,yes,NPK,yes,pest_scouting post_harvest shade_mgmt,5,2,1,1,3
uuid:00358,HH-KIR-0358,E. Ainembabazi,2026-05-20T16:50:00,2026-05-20T17:36:00,2026-05-20,Kiruhura,Bisheshe,-0.31473,30.82883,7,male,57.0,4.24,437.0,KR1 KR5,3050.0,5332.0,yes,organic,no,,3,2,4,3,5
uuid:00249,HH-IBA-0249,D. Mugisha,2026-05-20T10:46:00,2026-05-20T11:23:00,2026-05-20,Ibanda,Nyamarebe,-0.13498,30.43115,8,FEMALE,45.0,4.89,517.0,KR3 KR5 KR7 KR9,2442.8,6069.0,no,,no,,4,4,4,4,4
uuid:00092,HH-RUB-0092,C. Kyomuhendo,2026-05-15T15:41:00,2026-05-15T15:47:00,2026-05-15,Rubirizi,Bisheshe,-0.43377,30.09956,5,male,33.0,0.89,470.0,KR1 KR10 KR2 KR7,502.1,5086.0,yes,DAP,no,,1,2,1,3,2
uuid:00210,HH-IBA-0210,A. Tumusiime,2026-05-05T14:31:00,2026-05-05T15:11:00,2026-05-05, Ibanda ,Kicuzi,-0.06406,30.51483,7,female,27.0,4.37,581.0,KR2 KR3 KR6,3082.7,4337.0,yes,NPK,no,,2,5,5,1,4
uuid:90005,HH-RUB-0278,C. Kyomuhendo,2026-05-27T15:15:00,2026-05-27T15:20:00,2026-05-27,Rubirizi,Kicuzi,-0.2664,30.16241,6,male,52.0,2.0,429.0,KR9,909.9,5042.0,no,,no,,5,4,5,5,4
uuid:00054,HH-IBA-0054,A. Tumusiime,2026-05-22T10:44:00,2026-05-22T11:32:00,2026-05-22,Ibanda,Rukiri,-0.19579,30.31923,6,male,54.0,2.4,435.0,KR6 KR9,1228.0,6445.0,yes,DAP,no,,1,2,3,1,5
uuid:00140,HH-RUB-0140,C. Kyomuhendo,2026-05-11T13:01:00,2026-05-11T13:12:00,2026-05-11,Rubirizi,Nyamarebe,-0.13694,30.13773,5,male,40.0,4.97,461.0,KR10 KR3 KR6 KR7,3390.5,4353.0,no,,no,,4,3,5,4,2
uuid:00158,HH-RUB-0158,C. Kyomuhendo,2026-05-12T15:51:00,2026-05-12T15:56:00,2026-05-12,Rubirizi,Rukiri,-0.20157,30.10245,5,male,59.0,2.03,441.0,KR10 KR5 KR6 KR9,1431.2,5080.0,no,,no,,4,3,2,2,1
uuid:00109,HH-KIR-0109,B. Nakato,2026-05-19T12:37:00,2026-05-19T13:21:00,2026-05-19,Kiruhura,Rukiri,-0.26226,30.79642,4,male,48.0,2.63,600.0,KR10 KR2 KR7,2050.0,4860.0,no,,no,,5,4,1,5,4
uuid:00240,HH-IBA-0240,A. Tumusiime,2026-05-13T11:01:00,2026-05-13T11:39:00,2026-05-13,Ibanda,Rukiri,-0.1537,30.47792,4,MALE,49.0,3.26,453.0,KR6 KR7,2060.5,4421.0,yes,organic,yes,pest_scouting post_harvest,2,1,1,2,4
uuid:00035,HH-RUB-0035,F. Byaruhanga,2026-05-15T12:55:00,2026-05-15T13:27:00,2026-05-15,Rubirizi,Bisheshe,-0.42222,30.02955,3,female,47.0,1.9,449.0,KR6 KR9,475.9,4142.0,Yes,DAP,yes,post_harvest pruning shade_mgmt,5,2,3,5,4
uuid:00322,HH-KIR-0322,E. Ainembabazi,2026-05-06T09:30:00,2026-05-06T10:25:00,2026-05-06,Kiruhura,Nyamarebe,-0.07521,30.76672,4,male,53.0,3.15,436.0,KR2,2600.0,5623.0,yes,NPK,yes,pest_scouting post_harvest stumping,4,1,4,2,3
uuid:00159,HH-IBA-0159,D. Mugisha,2026-05-27T08:28:00,2026-05-27T09:07:00,2026-05-27,Ibanda,Bisheshe,-0.08275,30.34153,10,male,44.0,2.28,405.0,KR10,1030.6,5248.0,yes,organic,no,,3,3,3,3,3
uuid:00079,HH-KIR-0079,B. Nakato,2026-05-09T16:42:00,2026-05-09T17:22:00,2026-05-09,Kiruhura,Nyamarebe,-0.21297,30.80947,7,male,33.0,3.4,468.0,KR1 KR3 KR6 KR9,2070.5,4615.0,yes,DAP,no,,5,2,3,1,2
uuid:00390,HH-IBA-0390,A. Tumusiime,2026-05-06T12:39:00,2026-05-06T13:21:00,2026-05-06,Ibanda,Kicuzi,-0.22409,30.57046,8,male,38.0,2.1,484.0,KR1 KR2 KR5 KR6,1146.1,5492.0,yes,organic,no,,2,1,1,2,3
uuid:00099,HH-IBA-0099,D. Mugisha,2026-05-12T13:16:00,2026-05-12T13:44:00,2026-05-12,Ibanda,Nyamarebe,-0.08119,30.38742,11,male,19.0,4.35,395.0,KR7,2489.1,5102.0,yes,DAP,yes,pest_scouting post_harvest pruning shade_mgmt,4,4,4,4,4
uuid:00221,HH-RUB-0221,F. Byaruhanga,2026-05-05T16:31:00,2026-05-05T17:10:00,2026-05-05,Rubirizi,Rukiri,-0.28654,30.1095,4,male,57.0,0.54,511.0,KR1 KR2 KR3,378.2,5002.0,no,,yes,pest_scouting post_harvest,1,4,1,3,1
uuid:00046,HH-KIR-0046,E. Ainembabazi,2026-05-17T10:45:00,2026-05-17T11:36:00,2026-05-17,Kiruhura,Kicuzi,-0.13296,30.73694,8,female,34.0,3.52,546.0,KR9,2150.0,4562.0,yes,NPK,yes,pest_scouting pruning,4,3,2,3,4
uuid:00339,HH-IBA-0339,D. Mugisha,2026-05-14T08:33:00,2026-05-14T09:07:00,2026-05-14,Ibanda,Nyamarebe,-0.06617,30.37132,5,FEMALE,57.0,1.13,359.0,KR10 KR5,906.4,4874.0,no,,no,,3,3,3,3,3
uuid:00254,HH-RUB-0254,C. Kyomuhendo,2026-05-13T16:37:00,2026-05-13T16:46:00,2026-05-13,Rubirizi,Kicuzi,-0.30843,30.1567,3,female,66.0,4.8,434.0,KR2 KR3,2730.9,4254.0,yes,organic,yes,shade_mgmt,1,1,4,4,1
uuid:00259,HH-KIR-0259,B. Nakato,2026-05-23T13:14:00,2026-05-23T13:55:00,2026-05-23,Kiruhura,Kicuzi,-0.20296,30.87994,5,female,53.0,2.7,444.0,KR6,1940.0,5957.0,yes,NPK,no,,3,4,5,1,3
uuid:00162,HH-IBA-0162,A. Tumusiime,2026-05-07T09:50:00,2026-05-07T10:32:00,2026-05-07,Ibanda,Kicuzi,-0.22034,30.34935,10,male,47.0,2.03,486.0,KR1 KR3 KR5 KR9,1562.7,5071.0,no,,no,,2,1,4,2,2
uuid:00349,HH-KIR-0349,B. Nakato,2026-05-10T11:31:00,2026-05-10T12:13:00,2026-05-10, Kiruhura ,Rukiri,-0.1944,30.85783,3,male,48.0,0.97,385.0,KR3 KR7,616.8,5569.0,yes,organic,no,,5,5,2,5,3
uuid:00034,HH-KIR-0034,E. Ainembabazi,2026-05-15T09:09:00,2026-05-15T10:07:00,2026-05-15,Kiruhura,Rukiri,-0.23574,31.00318,10,female,54.0,4.15,544.0,KR2 KR7,3950.0,5646.0,yes,NPK,yes,post_harvest pruning shade_mgmt stumping,4,2,4,3,3
uuid:00330,HH-IBA-0330,A. Tumusiime,2026-05-22T16:17:00,2026-05-22T16:55:00,2026-05-22,Ibanda,Rukiri,-0.26124,30.57071,3,MALE,41.0,1.3,522.0,KR10,863.2,4758.0,No,,no,,1,5,1,2,2
uuid:00009,HH-IBA-0009,D. Mugisha,2026-05-10T10:42:00,2026-05-10T11:25:00,2026-05-10,Ibanda,Rukiri,-0.05519,30.58292,5,male,29.0,2.98,355.0,KR1 KR3 KR5 KR7,2300.3,6239.0,no,,yes,pest_scouting pruning shade_mgmt stumping,3,3,3,3,3
uuid:00288,HH-IBA-0288,A. Tumusiime,2026-05-22T10:08:00,2026-05-22T10:43:00,2026-05-22,Ibanda,Kicuzi,-0.15946,30.57947,9,female,60.0,2.28,588.0,KR10 KR9,1905.8,4922.0,yes,organic,no,,4,3,1,4,3
uuid:00227,HH-RUB-0227,F. Byaruhanga,2026-05-22T09:55:00,2026-05-22T10:37:00,2026-05-22,Rubirizi,Kicuzi,-0.29928,30.05706,7,male,,1.01,,KR5 KR7,414.9,,Yes,organic,no,,5,4,3,4,5
uuid:00279,HH-IBA-0279,D. Mugisha,2026-05-05T08:46:00,2026-05-05T09:33:00,2026-05-05, Ibanda ,Rukiri,-0.14751,30.45758,2,male,22.0,0.56,432.0,KR1 KR10 KR5 KR6,312.6,5126.0,yes,organic,yes,post_harvest pruning stumping,3,3,3,3,3
uuid:00127,HH-KIR-0127,B. Nakato,2026-05-25T08:33:00,2026-05-25T09:18:00,2026-05-25,Kiruhura,Nyamarebe,-0.24791,30.89995,7,female,37.0,3.44,525.0,KR3,1481.3,4827.0,yes,NPK,no,,1,4,5,5,3
uuid:00131,HH-RUB-0131,F. Byaruhanga,2026-05-13T13:49:00,2026-05-13T14:22:00,2026-05-13,Rubirizi,Nyamarebe,-0.21034,30.13006,6,male,,5.13,,KR1 KR5,2681.7,,no,,no,,2,1,3,3,1
uuid:00304,HH-KIR-0304,E. Ainembabazi,2026-05-08T13:15:00,2026-05-08T13:47:00,2026-05-08,Kiruhura,Rukiri,-0.13914,30.80101,8,male,36.0,2.93,302.0,KR10 KR3,2150.0,5662.0,no,,yes,post_harvest pruning stumping,3,5,3,3,2
uuid:00310,HH-KIR-0310,E. Ainembabazi,2026-05-21T11:56:00,2026-05-21T12:29:00,2026-05-21,Kiruhura,Bisheshe,-0.18164,30.97266,4,female,32.0,0.88,501.0,KR5,600.0,4326.0,yes,DAP,no,,4,3,3,2,4
uuid:00396,HH-IBA-0396,A. Tumusiime,2026-05-15T12:54:00,2026-05-15T13:47:00,2026-05-15,Ibanda,Kicuzi,-0.15727,30.43518,3,female,47.0,2.17,553.0,KR10 KR2 KR3 KR5,1696.9,4582.0,no,,no,,3,2,1,1,3
uuid:00062,HH-RUB-0062,C. Kyomuhendo,2026-05-18T10:26:00,2026-05-18T10:30:00,2026-05-18,Rubirizi,Bisheshe,-0.278,30.11767,6,male,45.0,1.04,623.0,KR3 KR5,503.8,5380.0,yes,DAP,no,,4,4,2,5,4
uuid:00083,HH-RUB-0083,F. Byaruhanga,2026-05-26T16:07:00,2026-05-26T16:38:00,2026-05-26,Rubirizi,Rukiri,-0.18605,30.21409,4,male,,1.46,,KR10 KR3,1183.3,,no,,no,,4,5,2,4,3
uuid:00080,HH-RUB-0080,C. Kyomuhendo,2026-05-10T09:05:00,2026-05-10T09:09:00,2026-05-10,Rubirizi,Kicuzi,-0.30636,30.11895,1,female,27.0,5.6,439.0,KR10 KR2 KR6,4173.6,4240.0,yes,organic,no,,1,3,1,3,4
uuid:00068,HH-RUB-0068,C. Kyomuhendo,2026-05-13T09:01:00,2026-05-13T09:06:00,2026-05-13,Rubirizi,Rukiri,-0.11335,30.17344,5,male,49.0,2.71,376.0,KR1 KR10 KR6,14092.0,4916.0,yes,DAP,yes,pest_scouting pruning shade_mgmt stumping,5,5,3,1,5
uuid:00053,HH-RUB-0053,F. Byaruhanga,2026-05-17T15:44:00,2026-05-17T16:17:00,2026-05-17,Rubirizi,Bisheshe,-0.16624,30.14293,7,male,46.0,2.05,547.0,KR10,1140.4,4984.0,yes,organic,no,,4,3,4,2,5
uuid:00300,HH-IBA-0300,A. Tumusiime,2026-05-15T09:07:00,2026-05-15T09:44:00,2026-05-15,Ibanda,Bisheshe,-0.08101,30.46558,7,male,49.0,4.71,526.0,KR1 KR10 KR9,3263.1,5617.0,yes,organic,no,,2,5,5,2,3
uuid:00388,HH-KIR-0388,E. Ainembabazi,2026-05-07T09:48:00,2026-05-07T10:23:00,2026-05-07,Kiruhura,Bisheshe,-0.18339,30.78114,4,female,72.0,2.22,564.0,KR5,1600.0,5078.0,yes,DAP,no,,5,5,4,5,2
uuid:00196,HH-KIR-0196,E. Ainembabazi,2026-05-10T11:36:00,2026-05-10T12:19:00,2026-05-10,Kiruhura,Rukiri,-0.21857,30.98659,9,male,40.0,9.14,518.0,KR7,7950.0,5767.0,no,,yes,post_harvest pruning shade_mgmt stumping,2,1,3,1,3
uuid:00010,HH-KIR-0010,E. Ainembabazi,2026-05-06T10:37:00,2026-05-06T11:21:00,2026-05-06,Kiruhura,Rukiri,-0.27745,30.68209,7,male,51.0,0.74,503.0,KR10 KR3 KR6,450.0,4579.0,no,,no,,3,1,3,3,2
uuid:00165,HH-IBA-0165,D. Mugisha,2026-05-07T10:24:00,2026-05-07T10:58:00,2026-05-07,Ibanda,Kicuzi,-0.13987,30.54826,7,male,52.0,2.9,453.0,KR3,1731.1,6141.0,no,,yes,stumping,3,3,3,3,3
uuid:00270,HH-IBA-0270,A. Tumusiime,2026-05-17T14:21:00,2026-05-17T15:04:00,2026-05-17,Ibanda,Rukiri,-0.21835,30.62882,4,male,47.0,1.89,413.0,KR2 KR3 KR9,1031.5,5325.0,yes,DAP,no,,3,1,4,4,2
uuid:00380,HH-RUB-0380,C. Kyomuhendo,2026-05-09T14:41:00,2026-05-09T14:48:00,2026-05-09,Rubirizi,Rukiri,-0.13566,30.12842,8,male,53.0,3.52,536.0,KR10 KR2 KR5 KR6,2268.2,5769.0,yes,DAP,no,,2,3,3,2,1
uuid:00248,HH-RUB-0248,C. Kyomuhendo,2026-05-08T10:33:00,2026-05-08T10:40:00,2026-05-08,Rubirizi,Nyamarebe,-0.35929,30.14117,1,female,61.0,4.39,637.0,KR10 KR2,3757.2,5546.0,no,,yes,pest_scouting post_harvest stumping,1,1,2,3,1
uuid:00417,HH-IBA-0417,D. Mugisha,2026-05-07T08:24:00,2026-05-07T08:51:00,2026-05-07,Ibanda,Kicuzi,-0.35917,30.47401,9,female,55.0,1.91,552.0,KR7 KR9,791.5,5338.0,yes,DAP,yes,shade_mgmt stumping,4,4,4,4,4
uuid:00226,HH-KIR-0226,E. Ainembabazi,2026-05-20T09:55:00,2026-05-20T10:23:00,2026-05-20,Kiruhura,Rukiri,-0.14279,30.75669,4,male,30.0,3.73,301.0,KR3 KR5,2700.0,4352.0,yes,organic,no,,5,3,4,2,5
uuid:00320,HH-RUB-0320,C. Kyomuhendo,2026-05-07T08:04:00,2026-05-07T08:11:00,2026-05-07,Rubirizi,Nyamarebe,-0.45065,30.10675,5,female,40.0,1.5,503.0,KR1 KR2 KR3 KR6,1080.7,4235.0,yes,organic,yes,shade_mgmt,3,2,2,4,3
uuid:00148,HH-KIR-0148,E. Ainembabazi,2026-05-18T10:09:00,2026-05-18T10:37:00,2026-05-18,Kiruhura,Nyamarebe,-0.12606,30.83918,5,male,46.0,4.13,533.0,KR1,3250.0,4710.0,yes,NPK,no,,5,5,5,4,2
uuid:00241,HH-KIR-0241,B. Nakato,2026-05-22T13:38:00,2026-05-22T14:14:00,2026-05-22,Kiruhura,Nyamarebe,-0.26614,30.90514,7,male,75.0,2.29,501.0,KR1 KR3 KR7,1731.8,5850.0,no,,yes,post_harvest pruning shade_mgmt,4,5,3,1,1
uuid:00384,HH-IBA-0384,A. Tumusiime,2026-05-06T08:40:00,2026-05-06T09:14:00,2026-05-06,Ibanda,Rukiri,0.0111,30.50435,6,male,41.0,0.79,459.0,KR3 KR7,730.7,5574.0,yes,organic,no,,5,2,4,1,5
uuid:00041,HH-RUB-0041,F. Byaruhanga,2026-05-21T12:08:00,2026-05-21T12:36:00,2026-05-21,Rubirizi,Rukiri,-0.19096,30.06489,5,male,61.0,1.37,499.0,KR5,1103.5,3981.0,yes,NPK,yes,pest_scouting post_harvest pruning shade_mgmt,1,3,4,5,1
uuid:00177,HH-IBA-0177,D. Mugisha,2026-05-06T11:19:00,2026-05-06T12:04:00,2026-05-06,Ibanda,Kicuzi,-0.06802,30.56984,3,male,54.0,1.34,582.0,KR1 KR10 KR2 KR6,631.3,5341.0,no,,no,,5,5,5,5,5
uuid:00121,HH-KIR-0121,B. Nakato,2026-05-22T16:50:00,2026-05-22T17:17:00,2026-05-22,Kiruhura,Kicuzi,-0.27484,30.92575,7,male,28.0,1.69,486.0,KR10 KR7 KR9,1351.3,5116.0,yes,NPK,yes,post_harvest,3,1,1,4,1
uuid:00275,HH-RUB-0275,F. Byaruhanga,2026-05-20T13:53:00,2026-05-20T14:35:00,2026-05-20,Rubirizi,Nyamarebe,-0.12169,29.94563,7,male,,2.32,,KR2 KR3 KR6 KR7,1707.5,,yes,DAP,no,,3,4,1,1,4
uuid:00023,HH-RUB-0023,F. Byaruhanga,2026-05-12T10:38:00,2026-05-12T11:19:00,2026-05-12,Rubirizi,Nyamarebe,-0.08826,30.0165,2,female,29.0,1.21,314.0,KR1 KR2 KR3 KR7,1110.5,4527.0,no,,no,,2,5,2,2,2
uuid:00374,HH-RUB-0374,C. Kyomuhendo,2026-05-11T08:34:00,2026-05-11T08:42:00,2026-05-11,Rubirizi,Nyamarebe,-0.39281,30.20026,8,female,42.0,0.99,540.0,KR10,541.8,4823.0,yes,organic,no,,2,3,3,5,3
uuid:00197,HH-RUB-0197,F. Byaruhanga,2026-05-04T16:21:00,2026-05-04T17:08:00,2026-05-04, Rubirizi ,Nyamarebe,-0.39107,30.26893,5,female,,1.35,,KR1,962.2,,no,,yes,pest_scouting post_harvest pruning stumping,2,3,1,2,4
uuid:00052,HH-KIR-0052,E. Ainembabazi,2026-05-11T16:58:00,2026-05-11T17:18:00,2026-05-11,Kiruhura,Rukiri,-0.00641,31.03783,2,female,78.0,2.35,491.0,KR3,1550.0,4369.0,yes,organic,no,,1,4,4,1,5
uuid:00289,HH-KIR-0289,B. Nakato,2026-05-19T10:12:00,2026-05-19T10:43:00,2026-05-19,Kiruhura,Bisheshe,-0.17294,30.97613,1,male,51.0,1.86,483.0,KR9,1196.8,4487.0,yes,NPK,no,,3,2,4,2,3
uuid:00366,HH-IBA-0366,A. Tumusiime,2026-05-20T09:05:00,2026-05-20T09:42:00,2026-05-20, Ibanda ,Kicuzi,-0.13999,30.44066,9,female,52.0,2.76,470.0,KR1 KR10 KR2 KR6,2028.5,4248.0,yes,organic,no,,1,2,4,2,5
uuid:00070,HH-KIR-0070,E. Ainembabazi,2026-05-24T10:18:00,2026-05-24T10:56:00,2026-05-24,Kiruhura,Rukiri,-0.36247,30.71722,9,MALE,52.0,0.83,522.0,KR1 KR5 KR7 KR9,550.0,4858.0,yes,NPK,yes,post_harvest pruning shade_mgmt stumping,2,3,3,4,3
uuid:00032,HH-RUB-0032,C. Kyomuhendo,2026-05-09T11:44:00,2026-05-09T11:52:00,2026-05-09,Rubirizi,Kicuzi,-0.15099,30.31147,10,male,48.0,2.77,486.0,KR3,1561.7,5112.0,yes,organic,no,,5,3,5,5,2
uuid:00043,HH-KIR-0043,B. Nakato,2026-05-23T15:57:00,2026-05-23T16:40:00,2026-05-23,Kiruhura,Nyamarebe,-0.18081,30.9693,3,MALE,45.0,1.13,384.0,KR10 KR5 KR9,905.7,5393.0,yes,NPK,no,,4,5,3,5,2
uuid:00108,HH-IBA-0108,A. Tumusiime,2026-05-17T14:14:00,2026-05-17T14:52:00,2026-05-17,Ibanda,Rukiri,-0.19012,30.46382,7,female,62.0,1.91,514.0,KR10 KR5 KR6 KR7,1103.7,4883.0,no,,no,,5,5,3,2,1
uuid:00084,HH-IBA-0084,A. Tumusiime,2026-05-09T12:58:00,2026-05-09T13:36:00,2026-05-09,Ibanda,Rukiri,-0.03852,30.5126,3,male,36.0,1.53,642.0,KR10,1067.6,5276.0,no,,yes,pest_scouting pruning shade_mgmt stumping,4,3,3,3,2
uuid:00246,HH-IBA-0246,A. Tumusiime,2026-05-05T16:17:00,2026-05-05T16:46:00,2026-05-05,Ibanda,Rukiri,-0.128,30.4804,4,male,57.0,1.07,415.0,KR10 KR5,501.8,6599.0,no,,no,,2,3,1,5,1
uuid:00307,HH-KIR-0307,B. Nakato,2026-05-17T14:25:00,2026-05-17T15:02:00,2026-05-17,Kiruhura,Rukiri,-0.29404,30.93157,6,male,24.0,1.44,538.0,KR10 KR2 KR3,1178.4,4875.0,yes,DAP,no,,4,1,3,4,3
uuid:00215,HH-RUB-0215,F. Byaruhanga,2026-05-21T11:04:00,2026-05-21T11:46:00,2026-05-21,Rubirizi,Rukiri,-0.18809,29.93857,6,female,29.0,0.86,447.0,KR10 KR5 KR6,427.9,5929.0,no,,no,,4,4,1,4,1
uuid:00284,HH-RUB-0284,C. Kyomuhendo,2026-05-19T14:06:00,2026-05-19T14:15:00,2026-05-19,Rubirizi,Nyamarebe,-0.45491,30.075,4,male,39.0,3.16,382.0,KR3,16432.0,5085.0,yes,DAP,yes,post_harvest pruning shade_mgmt stumping,5,4,4,4,3
uuid:00306,HH-IBA-0306,A. Tumusiime,2026-05-26T11:55:00,2026-05-26T12:29:00,2026-05-26,Ibanda,Kicuzi,-0.11113,30.462,8,male,39.0,1.12,424.0,KR10 KR2 KR3 KR6,598.8,5705.0,no,,yes,pest_scouting post_harvest pruning,3,4,1,3,5
uuid:00412,HH-KIR-0412,E. Ainembabazi,2026-05-19T08:54:00,2026-05-19T09:42:00,2026-05-19,Kiruhura,Bisheshe,-0.18024,30.93804,6,male,20.0,2.81,442.0,KR10,2250.0,4372.0,yes,NPK,no,,5,2,1,5,5
uuid:00055,HH-KIR-0055,B. Nakato,2026-05-16T10:03:00,2026-05-16T10:36:00,2026-05-16,Kiruhura,Bisheshe,-0.27525,30.82447,6,male,34.0,4.38,596.0,KR1 KR3 KR6 KR7,2813.3,4856.0,yes,organic,no,,1,2,1,3,5
uuid:00348,HH-IBA-0348,A. Tumusiime,2026-05-17T14:59:00,2026-05-17T15:23:00,2026-05-17,Ibanda,Rukiri,-0.14555,30.36318,1,female,43.0,1.21,451.0,KR2 KR3 KR5 KR9,797.5,4864.0,no,,no,,1,1,2,2,4
uuid:00191,HH-RUB-0191,F. Byaruhanga,2026-05-11T12:25:00,2026-05-11T12:56:00,2026-05-11,Rubirizi,Rukiri,-0.24435,30.17756,8,female,62.0,0.94,571.0,KR5 KR9,793.3,5080.0,no,,yes,shade_mgmt,3,5,2,2,1
uuid:00063,HH-IBA-0063,D. Mugisha,2026-05-20T08:38:00,2026-05-20T09:22:00,2026-05-20,Ibanda,Nyamarebe,-0.19805,30.51985,9,male,49.0,2.27,336.0,KR1 KR10 KR3,1809.5,5220.0,yes,NPK,no,,3,3,3,3,3
uuid:00346,HH-KIR-0346,E. Ainembabazi,2026-05-07T13:58:00,2026-05-07T14:40:00,2026-05-07,Kiruhura,Rukiri,-0.16229,30.78323,8,female,57.0,5.0,412.0,KR5,3250.0,5839.0,yes,organic,yes,post_harvest shade_mgmt,5,4,4,3,1
